region,ci_name,ci_frequency,standard_name,units,mid_month,DD_sem_3C_rcp85_ensemble-robustness
12062_Elbe-Elster,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12063_Havelland,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12064_Märkisch-Oderland,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12065_Oberhavel,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12066_Oberspreewald-Lausitz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12067_Oder-Spree,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12068_Ostprignitz-Ruppin,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
12069_Potsdam-Mittelmark,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12070_Prignitz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12071_Spree-Neiße,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12072_Teltow-Fläming,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12073_Uckermark,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
13003_Rostock,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
13004_Schwerin,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
13072_Rostock,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
13076_Ludwigslust-Parchim,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
13071_Mecklenburgische Seenplatte,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
13073_Vorpommern-Rügen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
13074_Nordwestmecklenburg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
13075_Vorpommern-Greifswald,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
14511_Chemnitz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
14522_Mittelsachsen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
14523_Vogtlandkreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
14521_Erzgebirgskreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
14524_Zwickau,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
14612_Dresden,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
14626_Görlitz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
14625_Bautzen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
14627_Meißen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
14628_Sächsische Schweiz-Osterzgebirge,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
14713_Leipzig,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
14729_Leipzig,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
14730_Nordsachsen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15001_Dessau-Roßlau,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15082_Anhalt-Bitterfeld,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15091_Wittenberg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15002_Halle (Saale),DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15084_Burgenlandkreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15088_Saalekreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15087_Mansfeld-Südharz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15003_Magdeburg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15085_Harz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
15086_Jerichower Land,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15083_Börde,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15090_Stendal,DD,sem,days_with_precipitation_amount_below_threshold,days,4,0.0
15089_Salzlandkreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15081_Altmarkkreis Salzwedel,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16051_Erfurt,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16052_Gera,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
16053_Jena,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
16054_Suhl,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16055_Weimar,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
16056_Eisenach,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16061_Eichsfeld,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16062_Nordhausen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16063_Wartburgkreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16064_Unstrut-Hainich-Kreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
16065_Kyffhäuserkreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16066_Schmalkalden-Meiningen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16067_Gotha,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16068_Sömmerda,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
16069_Hildburghausen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16070_Ilm-Kreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16071_Weimarer Land,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16072_Sonneberg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16073_Saalfeld-Rudolstadt,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16074_Saale-Holzland-Kreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16075_Saale-Orla-Kreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
16076_Greiz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,0.0
16077_Altenburger Land,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
01001_01059_Region_um_Flensburg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
01002_01057_01058_Region_um_Kiel,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
01003_13074_01055_01053_01062_Region_um_Lübeck,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
01004_01058_01060_01057_01002_Region_um_Neumünster,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
03101_03157_03154_03151_03102_03158_03103_Region_um_Braunschweig,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
03102_03254_03157_03158_03153_03101_Region_um_Salzgitter,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
03103_03154_03151_Region_um_Wolfsburg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
03401_03458_04011_03251_03461_Region_um_Delmenhorst,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
03402_03452_03457_Region_um_Emden,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
03403_03458_03451_03461_Region_um_Oldenburg_(Oldenburg),DD,sem,days_with_precipitation_amount_below_threshold,days,4,
03404_03459_05566_Region_um_Osnabrück,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
03405_03455_Region_um_Wilhelmshaven,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
04011_03361_03251_03401_03461_03356_03352_04012_Region_um_Bremen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
04012_03352_03461_Region_um_Bremerhaven,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05111_05162_05158_05112_Region_um_Düsseldorf,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05112_05114_05119_05117_05170_05158_05111_Region_um_Duisburg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916_Region_um_Essen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05114_05112_05162_05166_05170_Region_um_Krefeld,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05116_05370_05166_05162_Region_um_Mönchengladbach,DD,sem,days_with_precipitation_amount_below_threshold,days,4,0.0
05117_05112_05158_05119_05113_Region_um_Mülheim_an_der_Ruhr,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05119_05170_05512_05113_05117_05112_Region_um_Oberhausen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05120_05124_05122_05378_05374_Region_um_Remscheid,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05122_05158_05124_05378_05120_Region_um_Solingen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,0.0
05124_05122_05120_05158_05954_05374_Region_um_Wuppertal,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05314_05382_Region_um_Bonn,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05316_05315_05378_05158_Region_um_Leverkusen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05512_05119_05513_05113_05170_05562_Region_um_Bottrop,DD,sem,days_with_precipitation_amount_below_threshold,days,4,0.0
05513_05113_05916_05911_05562_05512_Region_um_Gelsenkirchen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05515_05566_05558_05570_Region_um_Münster,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05711_05754_05758_05766_Region_um_Bielefeld,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05911_05954_05913_05513_05113_05916_05562_Region_um_Bochum,DD,sem,days_with_precipitation_amount_below_threshold,days,4,0.0
05913_05914_05911_05916_05978_05954_05562_Region_um_Dortmund,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05914_05954_05913_05978_05962_Region_um_Hagen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05915_05978_05974_05570_05558_Region_um_Hamm,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
05916_05513_05562_05911_Region_um_Herne,DD,sem,days_with_precipitation_amount_below_threshold,days,4,0.0
06411_06432_06438_Region_um_Darmstadt,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
06412_06413_06436_06434_06440_06435_06438_06433_Region_um_Frankfurt_am_Main,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
06413_06438_06435_06412_Region_um_Offenbach_am_Main,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
06414_07315_07339_06439_06436_06433_Region_um_Wiesbaden,DD,sem,days_with_precipitation_amount_below_threshold,days,4,0.0
06436_06412_06414_06433_06439_06434_Region_um_Main-Taunus-Kreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
06438_06432_06411_06433_06413_06435_06412_09671_Region_um_Offenbach,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
06611_06633_03159_Region_um_Kassel,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
07111_07137_07141_07143_Region_um_Koblenz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
07211_07235_Region_um_Trier,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
07311_07318_07314_07338_08222_Region_um_Frankenthal_(Pfalz),DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
07312_07335_07332_Region_um_Kaiserslautern,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
07313_07337_Region_um_Landau_in_der_Pfalz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
07314_07311_07338_08222_Region_um_Ludwigshafen_am_Rhein,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
07315_07339_06414_06433_Region_um_Mainz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
07316_07337_07332_07313_Region_um_Neustadt_an_der_Weinstraße,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
07317_07340_Region_um_Pirmasens,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
07318_07311_07314_07338_08215_08226_08212_Region_um_Speyer,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
07319_07331_07332_06431_07338_07311_07318_07314_Region_um_Worms,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
07320_07340_10045_07317_Region_um_Zweibrücken,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
07338_07311_07318_07314_08222_08226_08215_07334_07337_07313_07316_07332_07319_08221_08212_Region_um_Rhein-Pfalz-Kreis,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
08111_08115_08116_08118_08119_Region_um_Stuttgart,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
08121_08125_Region_um_Heilbronn,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
08211_08216_Region_um_Baden-Baden,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
08212_08215_07334_Region_um_Karlsruhe,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
08221_08226_08222_Region_um_Heidelberg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
08222_08221_08226_06431_07338_07311_07318_07314_Region_um_Mannheim,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
08231_08236_08235_Region_um_Pforzheim,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
08311_08316_08315_Region_um_Freiburg_im_Breisgau,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
08421_08425_09775_Region_um_Ulm,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09161_09176_09185_09186_Region_um_Ingolstadt,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09162_09184_09179_09174_Region_um_München,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09163_09187_Region_um_Rosenheim,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09261_09274_Region_um_Landshut,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09262_09275_Region_um_Passau,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09263_09278_Region_um_Straubing,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09361_09371_Region_um_Amberg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09362_09375_Region_um_Regensburg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09363_09374_Region_um_Weiden_in_der_Oberpfalz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09461_09471_Region_um_Bamberg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
09462_09472_Region_um_Bayreuth,DD,sem,days_with_precipitation_amount_below_threshold,days,4,0.0
09463_09473_Region_um_Coburg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
09464_09475_Region_um_Hof,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
09561_09571_Region_um_Ansbach,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09562_09572_09564_09563_Region_um_Erlangen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09563_09573_09562_09564_Region_um_Fürth,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09564_09563_09574_09565_09573_09572_09576_09562_Region_um_Nürnberg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09565_09576_09564_Region_um_Schwabach,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564_Region_um_Fürth,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09661_09671_09676_Region_um_Aschaffenburg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
09662_09678_Region_um_Schweinfurt,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09663_09679_Region_um_Würzburg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
09761_09772_09771_Region_um_Augsburg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09762_09777_Region_um_Kaufbeuren,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09763_09780_Region_um_Kempten_(Allgäu),DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09764_09778_08436_Region_um_Memmingen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
12051_12063_12069_Region_um_Brandenburg_an_der_Havel,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12052_12071_Region_um_Cottbus,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12053_12067_12064_Region_um_Frankfurt_(Oder),DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
12054_12063_12069_11000_12051_Region_um_Potsdam,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
13003_13072_Region_um_Rostock,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
13004_13076_13074_Region_um_Schwerin,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
14511_14524_14521_14522_Region_um_Chemnitz,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
14612_14627_14625_14628_Region_um_Dresden,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
14713_14729_14730_Region_um_Leipzig,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15001_15091_15082_Region_um_Dessau-Rolau,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15002_15088_Region_um_Halle_(Saale),DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
15003_15083_15089_15086_Region_um_Magdeburg,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
16051_16067_16068_16070_16071_16055_Region_um_Erfurt,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
16052_16076_15084_16074_Region_um_Gera,DD,sem,days_with_precipitation_amount_below_threshold,days,4,-1.0
16053_16074_16071_16055_Region_um_Jena,DD,sem,days_with_precipitation_amount_below_threshold,days,4,0.0
16054_16066_16069_16070_Region_um_Suhl,DD,sem,days_with_precipitation_amount_below_threshold,days,4,
